WorkTitle #,Word,Tag,POS
,consequently,O,RB
,",",O,","
,can,O,MD
,be,O,VB
,attacked,O,VBN
,.,O,.
,He,O,PRP
,makes,O,VBZ
,them,O,PRP
,see,O,VB
,",",O,","
,as,O,IN
,they,O,PRP
,put,O,VBD
,it,O,PRP
,",",O,","
,that,O,IN
,“,O,JJ
,men,O,NNS
,who,O,WP
,suffered,O,VBD
,our,O,PRP$
,kind,O,NN
,of,O,IN
,experiences,O,NNS
,",",O,","
,who,O,WP
,are,O,VBP
,beset,O,VBN
,by,O,IN
,our,O,PRP$
,kind,O,NN
,of,O,IN
,fear,O,NN
,.,O,.
,.,O,.
,.,O,.
,who,O,WP
,tremble,O,VBP
,at,O,IN
,every,O,DT
,knock,O,NN
,at,O,IN
,the,O,DT
,door,O,NN
,",",O,","
,cannot,O,NN
,see,O,VB
,things,O,NNS
,straight,O,RB
,.,O,.
,”,O,NNS
,And,O,CC
,they,O,PRP
,add,O,VBP
,:,O,:
,“,O,VB
,How,O,WRB
,lucky,O,JJ
,are,O,VBP
,we,O,PRP
,that,O,IN
,you,O,PRP
,came,O,VBD
,to,O,TO
,us,O,PRP
,!,O,.
,”,O,VB
,The,O,DT
,fight,O,NN
,of,O,IN
,the,O,DT
,stranger,O,NN
,",",O,","
,however,O,RB
,",",O,","
,had,O,VBD
,no,O,DT
,other,O,JJ
,result,O,NN
,than,O,IN
,his,O,PRP$
,being,O,VBG
,an,O,DT
,example,O,NN
,.,O,.
,His,O,PRP$
,struggle,O,NN
,ends,O,VBZ
,with,O,IN
,a,O,DT
,death,O,NN
,of,O,IN
,exhaustion,O,NN
,—,O,FW
,a,O,DT
,perfectly,O,RB
,natural,O,JJ
,death,O,NN
,.,O,.
,But,O,CC
,since,O,IN
,he,O,PRP
,",",O,","
,unlike,O,IN
,the,O,DT
,K,O,NNP
,.,O,.
,of,O,IN
,The,O,DT
,Trial,O,NNP
,",",O,","
,did,O,VBD
,not,O,RB
,submit,O,VB
,to,O,TO
,what,O,WP
,appeared,O,VBD
,as,O,IN
,necessity,O,NN
,there,O,EX
,is,O,VBZ
,no,O,DT
,shame,O,NN
,to,O,TO
,outlive,O,VB
,him,O,PRP
,.,O,.
,The,O,DT
,reader,O,NN
,of,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,stories,O,NNS
,is,O,VBZ
,very,O,RB
,likely,O,JJ
,to,O,TO
,pass,O,VB
,through,O,IN
,a,O,DT
,stage,O,NN
,during,O,IN
,which,O,WDT
,he,O,PRP
,will,O,MD
,be,O,VB
,inclined,O,VBN
,to,O,TO
,think,O,VB
,of,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,VBD
,nightmare,O,NN
,of,O,IN
,a,O,DT
,world,O,NN
,as,O,IN
,a,O,DT
,trivial,O,JJ
,though,O,NN
,",",O,","
,perhaps,O,RB
,",",O,","
,psychologically,O,RB
,interesting,O,VBG
,forecast,O,NN
,of,O,IN
,a,O,DT
,world,O,NN
,to,O,TO
,be,O,VB
,.,O,.
,But,O,CC
,this,O,DT
,world,O,NN
,actually,O,RB
,has,O,VBZ
,come,O,VBN
,to,O,TO
,pass,O,VB
,.,O,.
,The,O,DT
,generation,O,NN
,of,O,IN
,the,O,DT
,forties,O,NNS
,",",O,","
,and,O,CC
,especially,O,RB
,those,O,DT
,who,O,WP
,have,O,VBP
,the,O,DT
,doubtful,O,JJ
,advantage,O,NN
,of,O,IN
,having,O,VBG
,lived,O,VBN
,under,O,IN
,the,O,DT
,most,O,RBS
,terrible,O,JJ
,regime,O,NN
,history,O,NN
,has,O,VBZ
,so,O,RB
,far,O,RB
,produced,O,VBN
,",",O,","
,know,O,VBP
,that,O,IN
,the,O,DT
,terror,O,NN
,of,O,IN
,Kafka,I-PER,NNP
,is,O,VBZ
,adequate,O,JJ
,to,O,TO
,the,O,DT
,true,O,JJ
,nature,O,NN
,of,O,IN
,the,O,DT
,thing,O,NN
,called,O,VBN
,bureaucracy,O,NN
,—,O,VBZ
,the,O,DT
,replacing,O,NN
,of,O,IN
,government,O,NN
,by,O,IN
,administration,O,NN
,and,O,CC
,of,O,IN
,laws,O,NNS
,by,O,IN
,arbitrary,O,JJ
,decrees,O,NNS
,.,O,.
,We,O,PRP
,know,O,VBP
,that,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,JJ
,construction,O,NN
,was,O,VBD
,not,O,RB
,a,O,DT
,mere,O,JJ
,nightmare,O,NN
,.,O,.
,If,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,JJ
,description,O,NN
,of,O,IN
,this,O,DT
,machinery,O,NN
,really,O,RB
,were,O,VBD
,prophecy,O,NNS
,",",O,","
,it,O,PRP
,would,O,MD
,be,O,VB
,as,O,IN
,vulgar,O,NN
,a,O,DT
,prediction,O,NN
,as,O,IN
,all,O,PDT
,the,O,DT
,other,O,JJ
,countless,O,JJ
,predictions,O,NNS
,that,O,WDT
,have,O,VBP
,plagued,O,VBN
,us,O,PRP
,since,O,IN
,the,O,DT
,beginning,O,NN
,of,O,IN
,our,O,PRP$
,century,O,NN
,.,O,.
,It,O,PRP
,was,O,VBD
,Charles,B-PER,NNP
,Péguy,I-PER,NNP
,",",O,","
,himself,O,PRP
,frequently,O,RB
,mistaken,O,VBP
,for,O,IN
,a,O,DT
,prophet,O,NN
,",",O,","
,who,O,WP
,once,O,RB
,remarked,O,VBD
,:,O,:
,“,O,JJ
,Determinism,O,NNP
,as,O,RB
,far,O,RB
,as,O,IN
,it,O,PRP
,can,O,MD
,be,O,VB
,conceived,O,VBN
,.,O,.
,.,O,.
,.,O,.
,is,O,VBZ
,perhaps,O,RB
,nothing,O,NN
,else,O,RB
,but,O,CC
,the,O,DT
,law,O,NN
,of,O,IN
,residues,O,NNS
,.,O,.
,”,O,VB
,This,O,DT
,sentence,O,NN
,alludes,O,VBZ
,to,O,TO
,a,O,DT
,profound,O,NN
,truth,O,NN
,.,O,.
,In,O,IN
,so,O,RB
,far,O,RB
,as,O,IN
,life,O,NN
,is,O,VBZ
,decline,O,JJ
,which,O,WDT
,ultimately,O,RB
,leads,O,VBZ
,to,O,TO
,death,O,NN
,",",O,","
,it,O,PRP
,can,O,MD
,be,O,VB
,foretold,O,VBN
,.,O,.
,In,O,IN
,a,O,DT
,dissolving,O,NN
,society,O,NN
,which,O,WDT
,blindly,O,RB
,follows,O,VBZ
,the,O,DT
,natural,O,JJ
,course,O,NN
,of,O,IN
,ruin,O,NN
,",",O,","
,catastrophe,O,NN
,can,O,MD
,be,O,VB
,foreseen,O,JJ
,.,O,.
,Only,O,JJ
,salvation,O,NN
,",",O,","
,not,O,RB
,ruin,O,VB
,",",O,","
,comes,O,VBZ
,unexpectedly,O,RB
,",",O,","
,for,O,IN
,salvation,O,NN
,",",O,","
,not,O,RB
,ruin,O,VB
,",",O,","
,depends,O,VBZ
,upon,O,IN
,the,O,DT
,liberty,O,NN
,and,O,CC
,the,O,DT
,will,O,MD
,of,O,IN
,men,O,NNS
,.,O,.
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,VBD
,so,O,RB
,-,O,:
,called,O,VBN
,prophecies,O,NNS
,were,O,VBD
,but,O,CC
,a,O,DT
,sober,O,JJ
,analysis,O,NN
,of,O,IN
,underlying,O,VBG
,structures,O,NNS
,which,O,WDT
,today,O,NN
,have,O,VBP
,come,O,VBN
,into,O,IN
,the,O,DT
,open,O,JJ
,.,O,.
,These,O,DT
,ruinous,O,JJ
,structures,O,NNS
,were,O,VBD
,supported,O,VBN
,",",O,","
,and,O,CC
,the,O,DT
,process,O,NN
,of,O,IN
,ruin,O,NN
,itself,O,PRP
,accelerated,O,VBN
,",",O,","
,by,O,IN
,the,O,DT
,belief,O,NN
,",",O,","
,almost,O,RB
,universal,O,NN
,in,O,IN
,his,O,PRP$
,time,O,NN
,",",O,","
,in,O,IN
,a,O,DT
,necessary,O,JJ
,and,O,CC
,automatic,O,JJ
,process,O,NN
,to,O,TO
,which,O,WDT
,man,O,NN
,must,O,MD
,submit,O,VB
,.,O,.
,The,O,DT
,words,O,NNS
,of,O,IN
,the,O,DT
,prison,O,NN
,-,O,:
,chaplain,O,NN
,in,O,IN
,The,O,DT
,Trial,O,NNP
,reveal,O,NN
,the,O,DT
,faith,O,NN
,of,O,IN
,officials,O,NNS
,as,O,IN
,a,O,DT
,faith,O,NN
,in,O,IN
,necessity,O,NN
,of,O,IN
,which,O,WDT
,they,O,PRP
,are,O,VBP
,shown,O,VBN
,as,O,IN
,the,O,DT
,functionaries,O,NNS
,.,O,.
,But,O,CC
,as,O,IN
,a,O,DT
,functionary,O,NN
,of,O,IN
,necessity,O,NN
,",",O,","
,man,O,NN
,becomes,O,VBZ
,a,O,DT
,functionary,O,NN
,of,O,IN
,the,O,DT
,natural,O,JJ
,law,O,NN
,of,O,IN
,ruin,O,NN
,",",O,","
,thereby,O,RB
,degrading,O,VBG
,himself,O,PRP
,into,O,IN
,the,O,DT
,natural,O,JJ
,tool,O,NN
,of,O,IN
,destruction,O,NN
,which,O,WDT
,may,O,MD
,be,O,VB
,accelerated,O,VBN
,through,O,IN
,the,O,DT
,perverted,O,VBN
,use,O,NN
,of,O,IN
,human,O,JJ
,capacities,O,NNS
,.,O,.
,But,O,CC
,just,O,RB
,as,O,IN
,a,O,DT
,house,O,NN
,which,O,WDT
,has,O,VBZ
,been,O,VBN
,abandoned,O,VBN
,by,O,IN
,men,O,NNS
,to,O,TO
,its,O,PRP$
,natural,O,JJ
,fate,O,NN
,will,O,MD
,slowly,O,RB
,follow,O,VB
,the,O,DT
,course,O,NN
,of,O,IN
,ruin,O,NN
,which,O,WDT
,somehow,O,NN
,is,O,VBZ
,inherent,O,JJ
,in,O,IN
,all,O,DT
,human,O,JJ
,work,O,NN
,",",O,","
,so,O,RB
,surely,O,RB
,the,O,DT
,world,O,NN
,",",O,","
,fabricated,O,VBN
,by,O,IN
,men,O,NNS
,and,O,CC
,constituted,O,VBD
,according,O,VBG
,to,O,TO
,human,O,JJ
,and,O,CC
,not,O,RB
,natural,O,JJ
,laws,O,NNS
,",",O,","
,will,O,MD
,become,O,VB
,again,O,RB
,part,O,NN
,of,O,IN
,nature,O,NN
,and,O,CC
,will,O,MD
,follow,O,VB
,the,O,DT
,law,O,NN
,of,O,IN
,ruin,O,NN
,",",O,","
,if,O,IN
,man,O,NN
,decides,O,VBZ
,to,O,TO
,become,O,VB
,himself,O,PRP
,part,O,NN
,of,O,IN
,nature,O,NN
,",",O,","
,a,O,DT
,blind,O,JJ
,though,O,IN
,accurate,O,JJ
,tool,O,NN
,of,O,IN
,natural,O,JJ
,laws,O,NNS
,",",O,","
,and,O,CC
,renounces,O,VBZ
,his,O,PRP$
,supreme,O,JJ
,faculty,O,NN
,of,O,IN
,creating,O,VBG
,laws,O,NNS
,himself,O,PRP
,and,O,CC
,even,O,RB
,prescribing,O,VBG
,them,O,PRP
,to,O,TO
,nature,O,VB
,.,O,.
,If,O,IN
,progress,O,NN
,is,O,VBZ
,supposed,O,VBN
,to,O,TO
,be,O,VB
,an,O,DT
,inevitable,O,JJ
,superhuman,O,NN
,law,O,NN
,which,O,WDT
,embraces,O,VBZ
,all,O,DT
,periods,O,NNS
,of,O,IN
,history,O,NN
,alike,O,RB
,",",O,","
,in,O,IN
,whose,O,WP$
,meshes,O,NNS
,humanity,O,NN
,inescapably,O,RB
,got,O,VBD
,caught,O,VBN
,",",O,","
,then,O,RB
,progress,O,NN
,indeed,O,RB
,is,O,VBZ
,best,O,RBS
,imagined,O,VBN
,and,O,CC
,most,O,JJS
,exactly,O,RB
,described,O,VBN
,in,O,IN
,the,O,DT
,following,O,JJ
,lines,O,NNS
,quoted,O,VBN
,from,O,IN
,the,O,DT
,last,O,JJ
,work,O,NN
,of,O,IN
,Walter,B-PER,NNP
,Benjamin,I-PER,NNP
,:,O,:
,The,O,DT
,angel,O,NN
,of,O,IN
,history,O,NN
,.,O,.
,.,O,.
,.,O,.
,turns,O,VBZ
,his,O,PRP$
,face,O,NN
,to,O,TO
,the,O,DT
,past,O,NN
,.,O,.
,Where,O,WRB
,we,O,PRP
,see,O,VBP
,a,O,DT
,chain,O,NN
,of,O,IN
,events,O,NNS
,",",O,","
,he,O,PRP
,sees,O,VBZ
,a,O,DT
,single,O,JJ
,catastrophe,O,NN
,which,O,WDT
,unremittingly,O,RB
,piles,O,VBZ
,ruins,O,NNS
,on,O,IN
,ruins,O,NNS
,and,O,CC
,hurls,O,VB
,them,O,PRP
,at,O,IN
,his,O,PRP$
,feet,O,NNS
,.,O,.
,He,O,PRP
,wishes,O,VBZ
,he,O,PRP
,could,O,MD
,stay,O,VB
,—,O,RB
,to,O,TO
,awaken,O,VB
,the,O,DT
,dead,O,JJ
,and,O,CC
,to,O,TO
,join,O,VB
,together,O,RB
,the,O,DT
,fragments,O,NNS
,.,O,.
,But,O,CC
,a,O,DT
,wind,O,NN
,blows,O,VBZ
,from,O,IN
,Paradise,O,NNP
,",",O,","
,gets,O,VBZ
,caught,O,VBN
,in,O,IN
,his,O,PRP$
,wings,O,NNS
,and,O,CC
,is,O,VBZ
,so,O,RB
,strong,O,JJ
,that,O,IN
,the,O,DT
,angel,O,NN
,cannot,O,NN
,close,O,VB
,them,O,PRP
,.,O,.
,This,O,DT
,wind,O,NN
,drives,O,VBZ
,him,O,PRP
,irresistibly,O,RB
,into,O,IN
,the,O,DT
,future,O,NN
,to,O,TO
,which,O,WDT
,he,O,PRP
,turns,O,VBZ
,his,O,PRP$
,back,O,NN
,",",O,","
,while,O,IN
,the,O,DT
,pile,O,NN
,of,O,IN
,ruins,O,NNS
,before,O,IN
,him,O,PRP
,towers,O,NNS
,to,O,TO
,the,O,DT
,skies,O,NNS
,.,O,.
,What,O,WP
,we,O,PRP
,call,O,VBP
,progress,O,NN
,is,O,VBZ
,this,O,DT
,wind,O,NN
,.,O,.
,In,O,IN
,spite,O,NN
,of,O,IN
,the,O,DT
,confirmation,O,NN
,of,O,IN
,more,O,RBR
,recent,O,JJ
,times,O,NNS
,that,O,WDT
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,VBD
,nightmare,O,NN
,of,O,IN
,a,O,DT
,world,O,NN
,was,O,VBD
,a,O,DT
,real,O,JJ
,possibility,O,NN
,whose,O,WP$
,actuality,O,NN
,surpassed,O,VBD
,even,O,RB
,his,O,PRP$
,atrocity,O,NN
,stories,O,NNS
,",",O,","
,we,O,PRP
,still,O,RB
,experience,O,VB
,in,O,IN
,reading,O,VBG
,his,O,PRP$
,novels,O,NNS
,and,O,CC
,stories,O,NNS
,a,O,DT
,very,O,RB
,definite,O,JJ
,feeling,O,NN
,of,O,IN
,unreality,O,NN
,.,O,.
,First,O,NNP
,",",O,","
,there,O,EX
,are,O,VBP
,his,O,PRP$
,heroes,O,NNS
,who,O,WP
,do,O,VBP
,not,O,RB
,even,O,RB
,have,O,VBP
,a,O,DT
,name,O,NN
,but,O,CC
,are,O,VBP
,frequently,O,RB
,introduced,O,VBN
,simply,O,RB
,by,O,IN
,initials,O,NNS
,;,O,:
,they,O,PRP
,certainly,O,RB
,are,O,VBP
,not,O,RB
,persons,O,NNS
,whom,O,WP
,we,O,PRP
,could,O,MD
,meet,O,VB
,in,O,IN
,a,O,DT
,real,O,JJ
,world,O,NN
,",",O,","
,for,O,IN
,they,O,PRP
,lack,O,VBP
,all,O,PDT
,the,O,DT
,many,O,JJ
,superfluous,O,JJ
,detailed,O,VBN
,characteristics,O,NNS
,which,O,WDT
,together,O,RB
,make,O,VBP
,a,O,DT
,real,O,JJ
,individual,O,NN
,.,O,.
,They,O,PRP
,move,O,VBP
,in,O,IN
,a,O,DT
,society,O,NN
,where,O,WRB
,everybody,O,NN
,is,O,VBZ
,assigned,O,VBN
,a,O,DT
,role,O,NN
,and,O,CC
,everybody,O,NN
,has,O,VBZ
,a,O,DT
,job,O,NN
,;,O,:
,and,O,CC
,they,O,PRP
,are,O,VBP
,contrasted,O,VBN
,only,O,RB
,by,O,IN
,the,O,DT
,very,O,RB
,fact,O,NN
,that,O,IN
,their,O,PRP$
,role,O,NN
,is,O,VBZ
,indefinite,O,JJ
,",",O,","
,lacking,O,VBG
,as,O,IN
,they,O,PRP
,do,O,VBP
,a,O,DT
,defined,O,JJ
,place,O,NN
,in,O,IN
,the,O,DT
,world,O,NN
,of,O,IN
,jobholders,O,NNS
,.,O,.
,And,O,CC
,all,O,DT
,of,O,IN
,it,O,PRP
,",",O,","
,whether,O,IN
,small,O,JJ
,fellows,O,NNS
,like,O,IN
,the,O,DT
,common,O,JJ
,people,O,NNS
,in,O,IN
,The,O,DT
,Castle,O,NNP
,",",O,","
,who,O,WP
,are,O,VBP
,afraid,O,JJ
,of,O,IN
,losing,O,VBG
,their,O,PRP$
,jobs,O,NNS
,",",O,","
,or,O,CC
,big,O,JJ
,fellows,O,NNS
,like,O,IN
,the,O,DT
,officials,O,NNS
,in,O,IN
,The,O,DT
,Castle,O,NNP
,and,O,CC
,The,O,DT
,Trial,O,NNP
,",",O,","
,strive,O,NN
,at,O,IN
,some,O,DT
,kind,O,NN
,of,O,IN
,superhuman,O,JJ
,perfection,O,NN
,and,O,CC
,live,O,JJ
,in,O,IN
,complete,O,JJ
,identification,O,NN
,with,O,IN
,their,O,PRP$
,jobs,O,NNS
,.,O,.
,They,O,PRP
,have,O,VBP
,no,O,DT
,psychological,O,JJ
,qualities,O,NNS
,because,O,IN
,they,O,PRP
,are,O,VBP
,nothing,O,NN
,other,O,JJ
,than,O,IN
,jobholders,O,NNS
,.,O,.
,When,O,WRB
,",",O,","
,for,O,IN
,instance,O,NN
,",",O,","
,in,O,IN
,the,O,DT
,novel,O,NN
,Amerika,O,NNP
,",",O,","
,the,O,DT
,head,O,NN
,porter,O,NN
,of,O,IN
,a,O,DT
,hotel,O,NN
,mistakes,O,VBZ
,somebody,O,NN
,’,O,JJ
,s,O,NN
,identity,O,NN
,",",O,","
,he,O,PRP
,says,O,VBZ
,:,O,:
,“,O,VB
,How,O,WRB
,could,O,MD
,I,O,PRP
,go,O,VB
,on,O,IN
,being,O,VBG
,the,O,DT
,head,O,NN
,porter,O,NN
,here,O,RB
,if,O,IN
,I,O,PRP
,mistook,O,VBP
,a,O,DT
,person,O,NN
,for,O,IN
,another,O,DT
,.,O,.
,.,O,.
,.,O,.
,In,O,IN
,all,O,DT
,my,O,PRP$
,thirty,O,NN
,years,O,NNS
,of,O,IN
,service,O,NN
,I,O,PRP
,’,O,VBP
,ve,O,JJ
,never,O,RB
,mistaken,O,VBP
,anyone,O,NN
,yet,O,RB
,.,O,.
,”,O,NN
,To,O,TO
,err,O,VB
,is,O,VBZ
,to,O,TO
,lose,O,VB
,one,O,CD
,’,O,NNP
,s,O,JJ
,job,O,NN
,;,O,:
,therefore,O,RB
,",",O,","
,he,O,PRP
,cannot,O,VBD
,even,O,RB
,admit,O,VBP
,the,O,DT
,possibility,O,NN
,of,O,IN
,an,O,DT
,error,O,NN
,.,O,.
,Jobholders,O,NNS
,whom,O,WP
,society,O,NN
,forces,O,NNS
,to,O,TO
,deny,O,VB
,the,O,DT
,human,O,JJ
,possibility,O,NN
,of,O,IN
,erring,O,VBG
,",",O,","
,cannot,O,NN
,remain,O,VBP
,human,O,JJ
,but,O,CC
,must,O,MD
,act,O,VB
,as,O,IN
,though,O,IN
,they,O,PRP
,were,O,VBD
,supermen,O,NNS
,.,O,.
,All,O,DT
,of,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,employees,O,NNS
,",",O,","
,officials,O,NNS
,and,O,CC
,functionaries,O,NNS
,are,O,VBP
,very,O,RB
,far,O,RB
,from,O,IN
,being,O,VBG
,perfect,O,JJ
,",",O,","
,but,O,CC
,they,O,PRP
,act,O,VBP
,on,O,IN
,an,O,DT
,identical,O,JJ
,assumption,O,NN
,of,O,IN
,omnicompetence,O,NN
,.,O,.
,An,O,DT
,ordinary,O,JJ
,novelist,O,NN
,might,O,MD
,describe,O,VB
,the,O,DT
,conflict,O,NN
,in,O,IN
,a,O,DT
,functionary,O,JJ
,between,O,IN
,his,O,PRP$
,function,O,NN
,and,O,CC
,his,O,PRP$
,private,O,JJ
,life,O,NN
,;,O,:
,he,O,PRP
,might,O,MD
,show,O,VB
,how,O,WRB
,the,O,DT
,function,O,NN
,has,O,VBZ
,eaten,O,VBN
,up,O,RP
,the,O,DT
,private,O,JJ
,life,O,NN
,of,O,IN
,the,O,DT
,person,O,NN
,",",O,","
,or,O,CC
,how,O,WRB
,his,O,PRP$
,private,O,JJ
,life,O,NN
,—,O,VBD
,the,O,DT
,possession,O,NN
,of,O,IN
,a,O,DT
,family,O,NN
,",",O,","
,for,O,IN
,example,O,NN
,—,O,NN
,has,O,VBZ
,forced,O,VBN
,him,O,PRP
,into,O,IN
,abandoning,O,VBG
,all,O,DT
,human,O,JJ
,traits,O,NNS
,and,O,CC
,into,O,IN
,fulfilling,O,VBG
,his,O,PRP$
,function,O,NN
,as,O,IN
,though,O,IN
,he,O,PRP
,were,O,VBD
,inhuman,O,JJ
,.,O,.
,Kafka,I-PER,NNP
,confronts,O,VBZ
,us,O,PRP
,at,O,IN
,once,O,RB
,with,O,IN
,the,O,DT
,result,O,NN
,of,O,IN
,such,O,JJ
,a,O,DT
,process,O,NN
,",",O,","
,because,O,IN
,the,O,DT
,result,O,NN
,is,O,VBZ
,all,O,DT
,that,O,IN
,counts,O,NNS
,.,O,.
,Omnicompetence,O,NN
,is,O,VBZ
,the,O,DT
,motor,O,NN
,of,O,IN
,the,O,DT
,machinery,O,NN
,in,O,IN
,which,O,WDT
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,heroes,O,NNS
,get,O,VB
,caught,O,VBN
,",",O,","
,which,O,WDT
,is,O,VBZ
,senseless,O,NN
,in,O,IN
,itself,O,PRP
,and,O,CC
,destructive,O,JJ
,",",O,","
,but,O,CC
,which,O,WDT
,functions,O,NNS
,without,O,IN
,friction,O,NN
,.,O,.
,One,O,CD
,of,O,IN
,the,O,DT
,main,O,JJ
,topics,O,NNS
,of,O,IN
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,stories,O,NNS
,is,O,VBZ
,the,O,DT
,construction,O,NN
,of,O,IN
,this,O,DT
,machinery,O,NN
,",",O,","
,the,O,DT
,description,O,NN
,of,O,IN
,its,O,PRP$
,functioning,O,NN
,and,O,CC
,of,O,IN
,the,O,DT
,attempts,O,NNS
,of,O,IN
,his,O,PRP$
,heroes,O,NNS
,to,O,TO
,destroy,O,VB
,it,O,PRP
,for,O,IN
,the,O,DT
,sake,O,NN
,of,O,IN
,simple,O,JJ
,human,O,JJ
,values,O,NNS
,.,O,.
,These,O,DT
,nameless,O,JJ
,heroes,O,NNS
,are,O,VBP
,not,O,RB
,common,O,JJ
,men,O,NNS
,whom,O,WP
,one,O,CD
,could,O,MD
,find,O,VB
,and,O,CC
,meet,O,VB
,in,O,IN
,the,O,DT
,street,O,NN
,",",O,","
,but,O,CC
,the,O,DT
,model,O,NN
,of,O,IN
,the,O,DT
,“,O,JJ
,common,O,JJ
,man,O,NN
,”,O,NNP
,as,O,IN
,an,O,DT
,ideal,O,NN
,of,O,IN
,humanity,O,NN
,;,O,:
,thus,O,RB
,they,O,PRP
,are,O,VBP
,intended,O,VBN
,to,O,TO
,prescribe,O,VB
,a,O,DT
,norm,O,NN
,to,O,TO
,society,O,NN
,.,O,.
,Like,O,IN
,the,O,DT
,“,O,NNP
,forgotten,O,JJ
,man,O,NN
,”,O,NN
,of,O,IN
,Chaplin,O,NNP
,’,O,NNP
,s,O,NN
,films,O,NNS
,",",O,","
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,“,O,NNP
,common,O,JJ
,man,O,NN
,”,O,NN
,has,O,VBZ
,been,O,VBN
,forgotten,O,VBN
,by,O,IN
,a,O,DT
,society,O,NN
,which,O,WDT
,consists,O,VBZ
,of,O,IN
,small,O,JJ
,and,O,CC
,big,O,JJ
,fellows,O,NNS
,.,O,.
,For,O,IN
,the,O,DT
,motor,O,NN
,of,O,IN
,his,O,PRP$
,activities,O,NNS
,is,O,VBZ
,good,O,JJ
,will,O,MD
,",",O,","
,in,O,IN
,contrast,O,NN
,to,O,TO
,the,O,DT
,motor,O,NN
,of,O,IN
,the,O,DT
,society,O,NN
,with,O,IN
,which,O,WDT
,he,O,PRP
,is,O,VBZ
,at,O,IN
,odds,O,NNS
,",",O,","
,which,O,WDT
,is,O,VBZ
,functioning,O,VBG
,.,O,.
,This,O,DT
,good,O,JJ
,will,O,MD
,",",O,","
,of,O,IN
,which,O,WDT
,the,O,DT
,hero,O,NN
,is,O,VBZ
,only,O,RB
,a,O,DT
,model,O,NN
,",",O,","
,has,O,VBZ
,a,O,DT
,function,O,NN
,too,O,RB
,;,O,:
,it,O,PRP
,unmasks,O,VBZ
,almost,O,RB
,innocently,O,RB
,the,O,DT
,hidden,O,JJ
,structures,O,NNS
,of,O,IN
,society,O,NN
,which,O,WDT
,obviously,O,RB
,frustrate,O,VBP
,the,O,DT
,most,O,RBS
,common,O,JJ
,needs,O,NNS
,and,O,CC
,destroy,O,VB
,the,O,DT
,best,O,JJS
,intentions,O,NNS
,of,O,IN
,man,O,NN
,.,O,.
,It,O,PRP
,exposes,O,VBZ
,the,O,DT
,misconstruction,O,NN
,of,O,IN
,a,O,DT
,world,O,NN
,where,O,WRB
,the,O,DT
,man,O,NN
,of,O,IN
,good,O,JJ
,will,O,MD
,who,O,WP
,does,O,VBZ
,not,O,RB
,want,O,VB
,to,O,TO
,make,O,VB
,a,O,DT
,career,O,NN
,is,O,VBZ
,simply,O,RB
,lost,O,VBN
,.,O,.
,It,O,PRP
,helps,O,VBZ
,reveal,O,VB
,these,O,DT
,aspects,O,NNS
,of,O,IN
,respectability,O,NN
,before,O,IN
,they,O,PRP
,are,O,VBP
,actually,O,RB
,pulled,O,JJ
,apart,O,RB
,.,O,.
,The,O,DT
,impression,O,NN
,of,O,IN
,unreality,O,NN
,and,O,CC
,modernity,O,NN
,with,O,IN
,which,O,WDT
,Kafka,I-PER,NNP
,’,O,NNP
,s,O,NN
,stories,O,NNS
,strike,O,VBP
,us,O,PRP
,is,O,VBZ
,mainly,O,RB
,due,O,JJ
,to,O,TO
,this,O,DT
,supreme,O,JJ
,concern,O,NN
,of,O,IN
,his,O,PRP$
,with,O,IN
,functioning,O,NN
,",",O,","
,combined,O,VBN
,with,O,IN
,his,O,PRP$
,utter,O,JJ
,neglect,O,NN
,of,O,IN
,aspects,O,NNS
,and,O,CC
,his,O,PRP$
,lack,O,NN
,of,O,IN
,interest,O,NN
,in,O,IN
,the,O,DT
,description,O,NN
,of,O,IN
,the,O,DT
,world,O,NN
,as,O,IN
,phenomenon,O,NN
,and,O,CC
,appearance,O,NN
,.,O,.
,Therefore,O,RB
,",",O,","
,it,O,PRP
,is,O,VBZ
,a,O,DT
,misunderstanding,O,VBG
,to,O,TO
,class,O,NN
,him,O,PRP
,with,O,IN
,the,O,DT
,surrealists,O,NNS
,.,O,.
,While,O,IN
,the,O,DT
,surrealist,O,JJ
,tries,O,NNS
,to,O,TO
,give,O,VB
,as,O,IN
,many,O,JJ
,and,O,CC
,contradictory,O,JJ
,aspects,O,NNS
,of,O,IN
,reality,O,NN
,as,O,IN
,possible,O,JJ
,",",O,","
,Kafka,I-PER,NNP
,only,O,RB
,invents,O,VBZ
,freely,O,RB
,the,O,DT
,aspects,O,NNS
,",",O,","
,in,O,IN
,relation,O,NN
,to,O,TO
,functioning,O,NN
,",",O,","
,which,O,WDT
,is,O,VBZ
,his,O,PRP$
,main,O,JJ
,concern,O,NN
,.,O,.
,While,O,IN
,the,O,DT
,surrealist,O,NN
